text,label
có nhiều hoạt động cho phần speaking .,Positive
nên sử dụng cách truyền đạt khác để thu hút sinh viên hơn .,Negative
"thầy rất nhiệt tình , dạy dễ hiểu .",Positive
tận tình và vui vẻ hướng dẫn .,Positive
thầy rất nhiệt tình trong giảng dạy .,Positive
sơ sài .,Negative
thảo luận hiệu quả .,Positive
thầy dạy nhanh .,Negative
cố gắng làm nhiều bài tập .,Positive
giảng viên tận tình trong việc giảng dạy và truyền đạt kinh nghiệm .,Positive
"cô giảng hơi nhanh , nhiều khi không theo kịp .",Negative
"hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng , bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em colonsadcolon .",Negative
cô truyền đạt kiến thức không tốt cách truyền đạt giống như là đọc thơ và nó rất buồn ngủ .,Negative
ước tính khoảng 5 - 6 buổi như vậy .,Neutral
cô rất vui vẻ và nhiệt tình .,Positive
"thầy dạy rất dễ hiểu , đặc biệt là thầy rất nhiệt tình .",Positive
"đề thi khá khó , hy vọng thi cuối kỳ thầy cho đề dễ thở hơn ạ .",Negative
môn học giúp em nắm rõ các phương pháp và kỹ năng cần thiết để tổ chức cơ sở dữ liệu và sử dụng nó một cách hiệu quả ở mức cơ bản dữ liệu không lớn .,Positive
"dạy tốt , không khó khăn với học sinh .",Positive
"thầy dạy dễ hiểu , cho nhiều bài tập để làm .",Positive
thảo luận hay .,Positive
giảng viên tốt .,Positive
cho điểm khách quan .,Positive
"ok xem xong cài như youtube kết nối với laptop báo lỗi , cô bảo cài sai dot wtf ?",Negative
chia ra nhiều hình thức điểm seminar bài tập bài tập thực hành .,Positive
phương pháp dạy viết bảng hiệu quả .,Positive
không hiểu gì .,Negative
và khi hỏi thầy trả lời rất nhiệt tình .,Positive
"giảng viên dạy tận tình , truyền đạt tốt .",Positive
thầy rất ân cần giúp đỡ học sinh làm bài và hiểu bài .,Positive
giáo viên giải bài tập chi tiết .,Positive
nên chọn phòng học có không gian phù hợp với sĩ số lớp phòng quá lớn trong khi sĩ số chỉ có vài chục sinh viên .,Negative
"thầy không có kiến thức sư phạm , không thẻ truyền đạt một cách dễ hiểu , slide của thầy ( hoặc không phải của thầy ) dạy bao nhiêu năm rồi mà chưa dịch hoàn chỉnh hay dịch như translate của google .",Negative
thầy giảng bài rất hay và dễ hiểu .,Positive
kể chuyện .,Neutral
cho sinh viên thuyết trình là khá hay .,Positive
sự tâm huyến nhiệt tình mà giảng viên mang lại dot đem lại những giờ học bổ ích cho sinh viên chúng em .,Positive
cô nói hơi nhỏ .,Negative
"cô dạy nhiệt tình , kỹ , chịu khó nếu học sinh chưa hiểu bài .",Positive
bài tập về nhà hằng tuần giúp cho sinh viên củng cố kiến thức lý thuyết và thực hành một cách chắc chắn .,Positive
đồ họa máy tính là môn có hình thức thực hành 1 .,Neutral
cần có thiết bị và phòng học tốt hơn .,Negative
"cách dạy thiếu khoa học , cứng nhắc , áp đặt , không thu hút , gò bó tư duy của sinh viên .",Negative
nội dung cơ bản đầy đủ .,Positive
"giảng viên dạy rất hay , bài tập khá đa dạng , đi thi nắm vững được các dạng nên không cần học tủ , thầy rất nhiệt tình .",Positive
"thầy nên điều chỉnh lại cách giảng bài , thầy nói thường xuyên ngắt nhịp nên buồn ngủ quá .",Negative
chưa bao giờ học không biết .,Negative
tận tình giảng dạy .,Positive
"giảng bài hơi nhanh , bài tập cho nhiều quá .",Negative
"đồng thời , lý thuyết tóm gọn thầy đưa lại cho em sự tò mò và thực hành ngay trên lớp giúp em hiểu được sâu hơn .",Positive
dạy có tâm .,Positive
thầy nghỉ quá nhiều .,Negative
cần nhiệt huyết hơn nữa .,Negative
cô tạo nhiều cơ hội cho sinh viên tham quan nhiều chuyến đi thực tế rất hữu ích .,Positive
hay giúp đỡ sinh viên .,Positive
"giảng viên nhiệt tình , bài tập đa dạng , hướng dẫn đầy đủ .",Positive
cũng bình thường .,Neutral
kiến thức thầy cao siêu .,Positive
rất thích cô .,Positive
thầy cũng theo sát sinh viên để nghe sinh viên báo cáo tới tận cuối giờ .,Positive
không có ý kiến .,Neutral
"nên có thêm nhiều tài liệu học tập , bộ môn này rất ít tài liệu tam khảo trên mạng .",Negative
giáo viên hướng dẫn tận hình .,Positive
"cô cần thay đổi phương pháp dạy sao cho sinh viên thấy thích thú với những gì cô dạy , cần lấy ví dụ nhiều hơn để sinh viên có thể hiểu rõ bản chất của mọi vấn đề .",Negative
làm một sinh viên như em không thể đủ nhận thức .,Negative
chú trọng vào việc giải bài tập hơn là củng cố phương pháp học tập của sinh viên .,Negative
không lan man .,Positive
khả năng truyền đạt dễ hiểu .,Positive
cô xinh quá .,Positive
cần trang bị thiết bị thực hành hiện đại hơn .,Negative
thầy dạy tốt .,Positive
tận tình với học sinh .,Positive
"giáo viên cần chỉ dẫn kỹ hơn phần thực hành kể cả ở lớp và thực hành , nên nhắc nhở dám sát sinh viên , để trách cho sinh viên hay ngoại trong mặt này .",Negative
hay kêu tên sinh viên lên bảng giải bài tập .,Positive
mô học cung cấp kiến thức mơ hồ lắm .,Negative
"giảng dạy hết mình cho sinh viên , giúp đỡ sinh viên trong quá trình học tập .",Positive
"thầy thoải mái , thân thiện .",Positive
"có những chỉ dẫn cụ thể cùng với những phương pháp mới , nhanh gọn .",Positive
giảng viên lý thuyết dạy kỹ càng .,Positive
"giảng dạy nhiệt tình , thường xuyên giúp đỡ sinh viên .",Positive
giảng viên nhiệt tình giúp đỡ sinh viên trong học tập .,Positive
thầy lên lớp hay chém gió .,Negative
giảng viên dạy thực hành cần hướng dẫn những kiến thức bổ sung khi cho sinh viên thực hiện đồ án .,Negative
cô dạy rất kỹ .,Positive
"quan tâm đến sinh viên , thường xuyên hướng dẫn từng sinh viên .",Positive
"ví dụ , dẫn chứng cụ thể sinh động liên kết bài học .",Positive
rèn luyện kỹ năng nghe cho sinh viên .,Positive
cô rất tận tâm và nhiệt tình với sinh viên .,Positive
"thầy cần quyết đoán hơn , chuẩn bị kỹ tài liệu và dạy nhanh , đủ hơn chút .",Negative
dụng cụ học tập đầy đủ .,Positive
thầy wzjwz140 dạy hay quá trời ước gì được học thầy nữa .,Positive
em có gửi mail thắc mắc thì không thấy trả lời .,Negative
đề thi thực hành và lý thuyết nên được trưởng khoa xem qua trước khi cho sinh viên thi để tránh trường hợp vào thi thực hành giáo viên phải sửa lại đề .,Negative
cần có nhiều giờ thực hành hơn !,Negative
giảng viên xuất sắc .,Positive
"thầy giảng nhiệt tình , rất hay !",Positive
"giảng viên giảng dễ hiểu , tận tình .",Positive
"thầy có những kinh nghiệm và nhận xét quý báu giúp sinh viên trong việc thuyết trình và làm đồ án , giúp sinh viên có kỹ năng sau này .",Positive
giáo viên tốt .,Positive
điều kiện vật chất chưa được đầy đủ .,Negative
còn mốt số ý thầy truyền đạt vẫn còn chưa tốt .,Negative
mong phòng đào tạo cập nhật điểm giữa kỳ nhanh hơn nữa .,Negative
không rõ .,Neutral
"nội dung thầy wzjwz191 cung cấp cho sinh viên khá là sâu , ngoài nội dung trong sách , thầy giúp sinh viên mở rộng nội dung bài học qua các ví dụ thực tế của công ty .",Positive
giảng viên rất tận tụy và quan tâm sinh viên .,Positive
"thời lượng phân bổ thoạt đầu bị thay đổi kiến nhiều sinh viên bức xúc , và em cũng vậy .",Negative
"giảng dạy nhiệt tình , vui vẻ .",Positive
không giao bài tập cho sinh viên luyện tập ở nhà .,Negative
các buổi thực hành ht2 không thông báo với sinh viên .,Negative
"thầy dạy nhiệt tình , vui tính , bài tập tuy cơ bản nhưng rất thâm thúy .",Positive
trang thiết bị cần được nâng cấp và cải thiện .,Negative
"ngược lại , giảng viên thực hành chấm đồ án lại yêu cầu đồ án phải có liên hệ thực tiễn để đạt điểm tối đa .",Negative
thầy có kiến thức sâu rộng nên truyền đạt nhiều kiến thức rất hay .,Positive
"nhiệt tình , giảng dạy dễ hiểu , vui vẻ .",Positive
"lớp học thụ động , giảng viên chưa biết cách tạo sự sôi nổi cho sinh viên có hứng học .",Negative
hệ thống giảng dạy trên wecode dễ hiểu .,Positive
"giảng dạy nhiệt tình , hiệu quả , tốt .",Positive
phương pháp giảng dạy hay và dễ hiểu .,Positive
"dạy chậm , chiếu thêm slide , thêm bài tập .",Negative
vì theo em thầy mọi người đi học rất đầy đủ .,Neutral
"cô rất tận tình , nghiêm khắc trong giờ học .",Positive
giáo viên dạy dễ hiểu và các bài thực hành phù hợp với chương trình và cấp độ sinh viên .,Positive
"giảng viên tận tình , hay giúp đỡ sinh viên !",Positive
tâm huyết .,Positive
cô dạy nhiệt tình .,Positive
"nội dung môn học mang tính cập nhật , mới mẻ .",Positive
cô vui vẻ .,Positive
bài thực hành được xây dựng phù hợp với nội dung lý thuyết .,Positive
cô giảng rất hay .,Positive
quan tâm giúp đỡ sinh viên .,Positive
"em nghĩ là cơ sở vật chất của trường còn yếu kém , máy chiếu rất mờ , rất ít khi nhìn rõ được chữ trên slide bài giảng .",Negative
"không truyền đạt tốt các kiến thức , rắt mơ hồ và khó áp dụng trong việc thi cử .",Negative
thầy dạy rất là chi tiết và tận tâm với sinh viên .,Positive
mong thầy sẽ lại dạy lớp z một lần nữa !,Positive
"đề thầy ra rất hay và thiết thực với đời sống sinh viên ( bài , game , chat ) .",Positive
"thầy lên lớp đúng giờ , bài tập dễ hiểu , giảng dạy thoải mái ít gây nhiều áp lực cho sinh viên .",Positive
cô dậy rất nhiệt tình .,Positive
nên có đồ án môn học .,Negative
"nội dung của môn học hiện tại chỉ ở mức lý thuyết khá nhiều , ít thực hành .",Negative
thầy dạy rất hay và cuốn hút .,Positive
"thầy dạy kỹ , tận tâm , vui tính .",Positive
bài tập nên thiết thực .,Negative
"giảng viên vui tính , hay liên hệ với thực tế giúp cho sinh viên dễ nắm bắt vấn đề .",Positive
"phương pháp giảng dạy hiệu quả , giúp sinh viên tiếp cận kiến thức mới linh hoạt , nhiệt tình tận tâm giải đáp , trả lời câu hỏi từ sinh viên .",Positive
"dạy chậm kết hợp với bài tập , ví dụ .",Positive
thầy dạy rất chi tiết .,Positive
thầy dạy rất dễ hiểu qua các ví dụ thực tế mà thầy demo trên lớp .,Positive
"phương pháp giảng dạy phù hợp , lôi cuốn vào bài học .",Positive
học được rất nhiều kiến thức từ thầy .,Positive
thầy rất teen và cập nhật từ ngữ teen rất nhanh .,Positive
ít khi trình bày trọn vẹn .,Negative
"máy chiếu rất mờ , ngồi học lớp 100 người những bạn ngồi cuối hoàn toàn không thấy slide .",Negative
thầy giảng có tâm huyết và thân thiện .,Positive
giảng viên dạy rất tận tâm và giảng bài hay dễ hiểu .,Positive
giảng viên rất giỏi .,Positive
giảng viên đến đúng giờ và luôn điểm danh sau đó khoảng 5 phút .,Positive
giảng bài dễ hiểu .,Positive
"thầy nói to , rõ .",Positive
giáo viên cần tham khảo khung chương trình của khoa trước khi ra bài tập .,Negative
"quan tâm đến sinh viên rất nhiều , có bày nhiều trò chơi hỗ trợ giảng dạy .",Positive
giảng viên có khả năng truyền đạt .,Positive
cô nên sắp xếp lịch làm việc chính xác hơn .,Negative
"phòng học số lượng sinh viên nhiều , nhưng chỉ có quạt trần , cần trang bị thêm máy lạnh .",Negative
"thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê , hư hỏng nhiều , không đáp ứng được nội dung thực hành .",Negative
em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này .,Negative
thầy giảng khó hiểu .,Negative
"em nghĩ môn này rất khó , nên cần có cách học riêng .",Negative
được làm seminar nên sinh viên nghiên cứu nhiều hơn .,Positive
"thầy dạy khá hay và dễ hiểu , thầy vui tính , em rất hài lòng về môn học do thầy wzjwz116 dạy , em xin cảm ơn .",Positive
cô giảng lý thuyết còn quá chi là khó hiểu ạ .,Negative
có ví dụ và bài tập nhỏ hàng tuần để nắm vững kiến thức hơn .,Positive
giảng viên giảng nhiệt tình .,Positive
đề thi cuối kỳ quá khó và cấu trúc đề quá kỳ lạ .,Negative
bài học rất có ích .,Positive
giảng viên liên hệ nhiều đến thực tế .,Positive
giảng viên vui vẻ hòa đồng với sinh viên .,Positive
còn một vài chỗ cô dạy hơi khó hiểu nhưng cô không giải thích kỹ lắm .,Negative
"thầy giảng chi tiết , có hướng dẫn thêm kiến thức phong phú .",Positive
"thầy dạy dễ hiểu , bài học hiệu quả , liên hệ thực tiễn .",Positive
"chu đáo , nhiệt tình .",Positive
trình bày rất chi tiết .,Positive
"thầy dạy hơi chậm , tạo cảm giác buồn ngủ .",Negative
không tạo được không khí vui vẻ trong lớp .,Negative
"giảng nhanh quá , nói quá nhanh , không giúp học sinh hiểu bài .",Negative
có tâm huyết .,Positive
luôn sử dụng những ví dụ có tính thực tế .,Positive
"thầy khá là nhiệt tình trong khi giảng bài , khi sinh viên hỏi bài , giáo viên rất nhiệt tình .",Positive
nếu nghỉ nên thông báo với lớp sớm hơn .,Negative
"em có thể sử dụng kiến thức đã học để vọc một số trang web , cách dạy và đồ án của thầy thực tế dù thầy có trí tưởng tượng hơi bị phong phú .",Positive
nội dung thi khó đối với sinh viên không chuyên .,Negative
có thêm đồ án mang tính chất sáng tạo .,Negative
thực sự thầy sử dụng giời lên lớp chưa hiệu quả .,Negative
giảng viên tận tâm với sinh viên .,Positive
sự nghiêm khắc của thầy trong công tác giảng dạy giúp sinh viên có thêm động lực học .,Positive
thầy tuy nghiêm khắc nhưng đi với thầy cả một học kỳ mới biết thầy rất thương sinh viên và muốn tốt cho tui em .,Positive
tổ chức các trò chơi để vận dụng các kiến thức vừa học .,Positive
em rất thích cách dạy của thầy vì nó bám sát thực tế .,Positive
"cô dạy rất tận tâm và nhiệt huyết , tận tình chỉ bảo , dạy chậm và ôn lại kiến thức .",Positive
"cô truyền dạy kiến thức dễ hiểu , tận tình , thân thiện với học sinh và giúp đỡ học sinh tận tình !",Positive
thường đến lớp trễ .,Negative
"lượng kiến thức thì đòi hỏi quá cao , đề thi cũng khó .",Negative
thầy dạy kiến thức khá đầy đủ và thường cho bài tập nâng cao bổ sung thêm những kiến thức mới cho học sinh .,Positive
quan tâm học sinh .,Positive
giảng viên dạy toàn bộ bằng slide tiếng anh khiến sinh viên cảm thấy ngợp và khó hiểu được vấn đề cũng như hiểu được kỹ từng bài học .,Negative
cô rất nhiệt tình giảng dạy .,Positive
cô nên up một lần hết các file bài học để tụi em tiện đi in ạ .,Negative
"sách giáo khoa wrede dan murray không dễ học , còn nhiều sai sót và các trình bày khó hiểu .",Negative
cần nhiều tài liệu về môn học này .,Negative
cô wzjwz106 hay cho nghỉ .,Negative
giáo viên giảng dạy tốt nhiệt tình .,Positive
cần sửa thêm bài tập trên lớp .,Negative
"thầy dạy rất hay , tận tận tâm nhiệt tình , luôn tạo hứng thú cho sinh viên .",Positive
"ngoài copy và paste ra , giảng viên không hướng dẫn gì thêm .",Negative
nên thêm giờ học thực hành trên lớp nếu có thể .,Negative
"hình thức thực hành mới lạ , thu hút .",Positive
giảng viên dạy lôi cuốn .,Positive
"chúng em là sinh viên năm nhất , và chúng em vẫn chưa đủ khả năng để làm ra những sản phẩm của riêng mình , chúng em học "" giới thiệu ngành "" vì mục đích định hướng , chúng em tìm hiểu về hệ thống nhúng vì mục đích xem mình có nên theo ngành đó hay không , và chúng em nói theo cách mình hiểu và tiếp cận được từ các nguồn thông tin .",Neutral
phong cách dạy thu hút .,Positive
"giảng viên dạy nhiệt tình , giảng dễ hiểu .",Positive
"đảm bảo kiến thức và thời gian dạy , tận tâm chỉ dạy cho sinh viên !",Positive
"giáo viên nhiệt tình , dạy đúng kiến thức , có thực tiễn .",Positive
giảng viên lên lớp đúng giờ .,Positive
"thầy rất hiền , tận tâm .",Positive
thầy có tâm lắm colonsmile .,Positive
"chữ viết hơi nhỏ , ít khi dùng máy chiếu .",Negative
nhiều lúc nhìn thầy hơi dữ t_t .,Negative
không ý kiến vì chất lượng môn học tốt .,Positive
"giáo viên chưa quan tâm nhắc nhở sinh viên làm bài trên lớp , sinh viên chỉ xem tài liệu thực hành và tự làm .",Negative
"thầy rất là công bằng , em thật sự rất kính trọng thầy vì những điều thầy đã làm cho các bạn sinh viên chơi thân với thầy .",Positive
"thầy hơi khắc khe , nhưng đây không ghép hoàn toàn vào mục này .",Negative
"nhiều khi em thấy giảng viên dạy trên lớp có những kiến thức còn là lý thuyết quá nhiều , xa rời thực tế .",Negative
tài liệu còn thiếu chủ yếu sinh viên phải tự tìm .,Negative
giảng dạy nhiệt tình !,Positive
"hi vọng thầy có thể dạy cho chúng em về c kỹ càng hơn , thay vì dạy về c , để chúng em có thể hiểu được bản chất của lập trình , giúp cho chúng em đi lên từ nền tảng vững chắc .",Negative
nên tăng các chương trình ngoại khóa .,Negative
tiết cuối thầy ôn bài mà không cho đề mẫu cuối kỳ .,Negative
"sự tận tâm , nhiệt tình của giảng viên giúp truyền đạt kỹ năng , kiến thức một cách tốt nhất .",Positive
nên tăng hiệu suất của máy .,Negative
"giảng dạy nhiệt tình , tạo sự hứng thú cho sinh viên học tập .",Positive
"phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet .",Negative
"thầy rất tận tâm , đến từng bàn để chỉ dẫn !",Positive
"luôn hướng dẫn tận tình sinh viên đi đúng lộ trình , tuy thời gian đầu hơi khó hiểu vì toàn bộ bài giảng của thầy được viết bằng tiếng anh .",Positive
"slide bài giảng tốt , giảng viên giải đáp vấn đề tốt .",Positive
giảng viên dạy rất kỹ lưỡng .,Positive
"học kỳ này em học lại môn game , và giờ của thời khoá biểu là tiết 1 - 2 ngày thứ 4 thế nhưng em không hiểu lý do gì lại chuyển sang thứ 7 vào tiết 6 - 7 và em bị kẹt giờ học anh văn bên ngoài nên không học được .",Negative
lượng kiến thức giảng dạy chưa được chuẩn bị kỹ càng .,Negative
"cần đảm bảo thời lượng của môn học , lịch học thông báo nghĩ quá nhiều trong khi sắp xếp lịch học bù không hợp lý ảnh hưởng lớn đến kiến thức của sinh viên , công việc của sinh viên .",Negative
nội dung môn học em nghĩ là rộng quá ạ .,Negative
em nghĩ sẽ hiệu quả hơn nhiều .,Negative
"theo em , nên có thêm mục bài tập nộp qua moodle sau mỗi lần học trên lớp hay có bài tập mới , tài liệu nên được bổ sung nhiều hơn cho sinh viên .",Negative
"lớp thụ động , nhàm chán .",Negative
"nói nhanh , lưu lát , đủ thông tin .",Positive
"giảng viên dạy nhiệt tình , kiến thức truyền đạt cho sinh viên gần với thực tế cuộc sống , phản ánh đời sống xã hội , slide dễ hiểu , giảng viên hài hước .",Positive
4 tiết liên tục không tập trung được phần cuối giờ .,Negative
"nhiệt tình , nhanh nhẹn , thân thiện .",Positive
giáo viên rất tận tâm .,Positive
đặt cái tôi quá lớn khi nói chuyện với sinh viên .,Negative
hầu như bữa nào cũng over time .,Negative
"cô rất nhiệt tình , tận tâm .",Positive
cô nhiệt huyết trong việc rèn cho sinh viên làm nhiều và tự nghiên cứu nhiều điều này giúp sinh viên có khả năng tự học tự nghiên cứu .,Positive
"vui vẻ , giờ học vui .",Positive
thầy dạy rất dễ hiểu và nhiệt tình .,Positive
"thầy tận tâm , gần gũi với sinh viên .",Positive
rất chi tiết và dễ hiểu .,Positive
thầy dạy còn hơi khó hiểu .,Negative
"thầy wzjwz201 dạy nhiệt tình , giảng dễ hiểu .",Positive
cải thiện chất lượng phòng máy và kết nối mạng .,Negative
thầy nên cho bài tập về nhà và sửa bài tập trên lớp để tăng tính tương tác .,Negative
"thầy nhiệt tình , thân thiện .",Positive
luôn tạo cảm giác hứng thú học cho sinh viên để tiếp thu bài .,Positive
cô dạy rất hay và nhiệt tình .,Positive
"nội dung học chất lượng nhưng khá đơn giản , thầy sử dụng giờ trên lớp không hiệu quả , chủ yếu thầy vào lớp cho bài tập , giảng một xíu rồi ngồi đó , còn sinh viên giải bài tập tới cuối giờ , dù làm bài tập tới tuần cuối môn học nhưng vẫn không biết kết quả các bài tập mình từng làm là đúng hay sai vì thầy không công bố kết quả để cho thấy được sự sai sót của mình , dẫn đến trước khi thi các sinh viên có sự phân hoá về cách giải bài tập , không thống nhất .",Negative
"không sửa bài tập thực hành , chỉ cho sinh viên làm rồi nộp trên courses .",Negative
"cô rất nhiệt tình , giảng bài rất dễ hiểu .",Positive
thầy rất tận tình trên lớp và trong định hướng cho sinh viên .,Positive
thầy dạy rất hay và rất nhiệt tình điểm danh .,Positive
chiếu video lên cho sinh viên xem nhưng hệ thống âm thanh hình ảnh kém khiến sinh viên không hiểu hết được nội dung của video vào môn học .,Negative
"về thời gian học doubledot thường xuyên nghỉ dạy không báo trước , sinh viên lên tới lớp mới có thông báo nghỉ .",Negative
nghỉ quá nhiều .,Negative
cô giảng dễ hiểu và rất nhiệt tình .,Positive
"thầy rất nhiệt tình và kiến thức rất phong phú , có hệ thống lại kiến thức mỗi buổi .",Positive
thầy dạy như đúng rồi .,Negative
dạy bài hơi nhanh khó hiểu .,Negative
"tiết học có chút chán , có chút khó tiếp thu .",Negative
giảng viên chỉ đứng lớp và điểm danh .,Negative
thầy đảm bảo phần kiến thức truyền đạt .,Positive
"thầy dạy nhanh , sinh viên không hiểu bài cho lắm .",Negative
"bài giảng được giảng viên chuẩn bị rất kỹ , chu đáo và luôn có sự cập nhật kịp thời .",Positive
thầy đảm bảo tốt về giờ lên lớp .,Neutral
"dạy đầy đủ kiến thức , hỗ trợ sinh viên tốt .",Positive
lượng kiến thức này không chắc chắn là sau khi ra trường có thể vận dụng thực tiễn .,Negative
cần ví dụ và chương trình thực tế nhiều hơn .,Negative
"nhiệt tình , giúp đỡ sinh viên , lên lớp đúng giờ .",Positive
thầy khá tận tâm và nhiệt thành .,Positive
thầy em học chính trị đầu tiên thấy phê nhất .,Positive
"cô dạy rất nhiệt tình , tận tâm chỉ bảo cho sinh viên .",Positive
"thứ nhất , môn mạch số quá "" hiếm "" tài liệu tham khảo ngay cả khi em tìm từ các nguồn trên internet , slide bài giảng thầy đưa ra không thể nào đáp ứng được khả năng tự nghiên cứu , tự học để rồi ứng dụng làm các bài tập mà thầy cho cuối cùng là làm các bài kiểm tra đánh giá .",Negative
cho những ví dụ dễ hiểu và cụ thể .,Positive
"giảng viên dạy rất hay , có nhiều bài tập để củng cố kiến thức .",Positive
lỗi không phải là của giảng viên hay bọn em nhưng em nghĩ trước khi đưa ra lịch học thì nên làm khảo sát buổi học có nhiều sinh viên đi học nhất thì hãy dạy .,Negative
"cô dẽ thương , dạy nhiệt tình , vui vẻ với sinh viên , giảng dễ hiểu , đi dạy đúng giờ .",Positive
"giảng viên nhiệt tình , tận tâm đối với sinh viên .",Positive
không ôn tập cũng như cho cấu trúc đề thi .,Negative
"đầu học kỳ , giảng viên có thông báo cuối kỳ sẽ làm đồ án , nhưng đến giờ sắp cuối kỳ rồi mà không hề có thông tin gì về đề tài của đồ án cuối kỳ .",Negative
cho nghỉ thường xuyên mà không thông báo trước làm mất thời gian đi lại của sinh viên .,Negative
phòng lab chưa được cải thiện .,Negative
"kết nối sinh viên với nhau tốt , giảng dễ hiểu .",Positive
môn học còn nhàm chán .,Negative
thời gian lâu như vậy ảnh hưởng rất nhiều đến chất lượng học tập .,Negative
thầy tận tâm giải bài và giảng bài .,Positive
"dạy chi tiết , hay , giúp học sinh nhiều .",Positive
sẵn sàng trả lời mọi thắc mắc của sinh viên .,Positive
trách nhiệm .,Neutral
phải nói là hiểu biết của thầy trong lĩnh vực thương mại điện tử rất rộng .,Positive
"thầy nên tận tâm với sinh viên , lớp .",Negative
phòng thực hành thiếu ổ cắm .,Negative
"thầy giáo nên cho bài tập chạy "" deadline "" hàng tuần .",Negative
thầy cô dạy rất hay .,Positive
giúp đỡ sinh viên trong việc đưa ra những định hướng của tương lai .,Positive
cô rất có tâm với công việc giảng viên của mình .,Positive
cô nói nhanh quá !,Negative
"phòng học lý thuyết thì kém , nóng , bụi nhiều .",Negative
hiểu tâm lý sinh viên !,Positive
"nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn .",Negative
"nhiệt tình , tận tâm giúp đỡ các bạn !",Positive
"cách truyền đạt của giảng viên khó hiểu , như nói trên mây , khó cho sinh viên tiếp cận .",Negative
"thầy dạy mất quá nhiều giờ , chỉ có 3 tiết nhưng thường dùng tới 5 tiết , ảnh hưởng đến những môn ở tiết 4 5 .",Negative
giảng viên hết sức tích cực trong việc dạy .,Positive
"giảng viên thân thiện , cởi mở , nhiệt tình .",Positive
"cô nhiệt tình giảng dạy , giờ học có không khí .",Positive
giáo viên giảng dạy rất dễ hiểu lại vui tính nên tiếp thu bài rất nhanh .,Positive
tăng cường nghe và nói .,Negative
ít điểm danh .,Neutral
"nhưng thấy viết bài nhiều quá , thay vào đó thầy nên photo tài liệu cho học sinh để tiết kiệm được thời gian .",Negative
gửi mail không bao giờ trả lời .,Negative
"theo như danh sách phòng đào tạo đưa xuống , lớp chỉ có 47 sinh viên theo học nhưng lại được học ở trong giảng đường 2 .",Negative
"thầy rất nhiệt tình , truyền đạt tốt .",Positive
thân !,Neutral
mong các thầy cô sẽ đầu tư hơn vào phần speaking và phần writing nhiều hơn .,Negative
"ngôn ngữ java đã được học từ môn lập trình nhúng , do đó mong thầy dạy kiến thức mới hơn .",Negative
thương học sinh .,Positive
giảng viên giảng khá nhanh .,Negative
vì môn vậy lý kỹ thuật sinh viên chỉ học để lấy điểm cao kéo điểm trung bình lên thôi .,Neutral
hay kể chuyện cho lớp em nghe .,Neutral
cần tài liệu chính thống .,Negative
"làm đồ án còn phải thi cuối kỳ lý thuyết , quá nặng đối với sinh viên , vì một kỳ có rất nhiều đồ án .",Negative
thầy luôn thúc giục học sinh cố gắng trong học tập .,Positive
"giáo viên nên đưa tài liệu tham khảo cho sinh viên giống với tài liệu giảng trên lớp , để sinh viên tiện theo dõi và ôn lại kiến thức khi về nhà !",Negative
không có ý kiến khác .,Neutral
"thầy vui tính , tụi em dễ tiếp xúc dễ hỏi .",Positive
cô đẹp quá làm em không chú tâm học được colonsmilesmile .,Negative
"nhiều lúc thầy giảng bài hơi nhỏ , mong thầy cố gắng giảng rõ hơn để sinh viên có thể tiếp thu một cách tốt nhất bài giảng của thầy .",Negative
giảng viên dạy hay dễ hiểu .,Positive
"giáo viên mời doanh nghiệp chỉ dẫn sinh viên lập trình trên một ngôn ngữ mới , nhưng các anh chị bên doanh nghiệp chỉ dẫn quá nhanh nên sinh viên không theo kịp .",Negative
nên giao nhiều bài tập ngữ pháp về nhà cho sinh viên .,Negative
không đề cương ôn thi cuối kỳ .,Negative
chép bài quá nhiều làm mất thời gian .,Negative
rất hài lòng về hoạt động của giảng viên .,Positive
nhiều nội dung bên lề thầy đề cập lặp lại lần trong các buổi học .,Negative
giảng viên rất tận tâm !,Positive
"thầy giảng dạy nhiệt tình , có liên hệ thực tế .",Positive
chưa có điểm thi giữa kỳ .,Negative
"thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên .",Positive
cung cấp nhiều kiến thức hữu ích chưa được học trong lớp .,Positive
"deadline dài ( 1 tháng ) , thuận lợi trong việc sắp xếp thời gian , có thể chủ động thời gian trong những trường hợp có sự cố xảy ra .",Positive
"thầy dạy rất nhiệt tình , vui tính , truyền đạt dễ hiểu .",Positive
"môn này lượng kiến thức nhiều quá , cả một ngành học của người ta mà trong khi tụi em học chỉ có một kỳ .",Negative
thầy học bên ucla về nên dạy tiếng anh rất tốt .,Positive
giảng viên nhiệt tình hướng dẫn thực hành .,Positive
thầy giảng nhiệt tình và rất hay .,Positive
bài giảng chưa hứng thú .,Negative
cô dạy rất hay và quan tâm học sinh .,Positive
